StockCode,Description,PriceCategory,TotalRevenue,TotalQuantity,NumberOrders,AveragePrice
22339,CHRISTMAS TREE PAINTED ZINC ,bas,569.29,2283,51,0.2685454545454544
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,moyen,569.1000000000003,259,19,2.4824999999999995
21627,ELEPHANT CARNIVAL POUFFE,premium,568.1,38,24,14.949999999999994
22396,MAGNETS PACK OF 4 RETRO PHOTO,bas,567.8999999999994,1180,105,0.6030000000000004
21171,BATHROOM METAL SIGN ,bas,566.7999999999998,424,60,1.4333333333333347
21471,STRAWBERRY RAFFIA FOOD COVER,moyen,566.4000000000001,192,3,2.9500000000000006
22288,HANGING METAL RABBIT DECORATION,bas,566.25,453,39,1.25
22055,MINI CAKE STAND  HANGING STRAWBERY,bas,566.18,582,26,0.5862962962962966
22550,HOLIDAY FUN LUDO,moyen,565.9200000000001,216,3,2.62
23229,VINTAGE DONKEY TAIL GAME ,moyen,565.9200000000001,216,3,2.62
22209,WOOD STAMP SET HAPPY BIRTHDAY,bas,563.5799999999996,681,98,0.8267961165048531
23222,CHRISTMAS TREE HANGING GOLD,bas,563.4999999999995,698,53,0.827999999999999
22266,EASTER DECORATION HANGING BUNNY,bas,563.3500000000003,1861,78,0.46279069767441733
21530,DAIRY MAID TOASTRACK,bas,563.2700000000006,713,72,0.7899999999999994
22102,MIRROR MOSAIC T-LIGHT HOLDER ,bas,561.6,1440,2,0.39
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",moyen,561.5500000000001,205,28,2.9071428571428584
23223,CHRISTMAS TREE HANGING SILVER ,bas,560.9299999999997,679,57,0.8281666666666656
22096,PINK PAISLEY SQUARE TISSUE BOX ,bas,559.5599999999994,1362,108,0.5002564102564108
23428,IVORY RETRO KITCHEN WALL CLOCK,premium,559.5000000000001,70,26,8.10769230769231
22786,CUSHION COVER PINK UNION JACK,premium,559.1399999999999,94,35,6.202571428571425
84912B,GREEN ROSE WASHBAG,premium,558.75,149,46,3.75
85172,HYACINTH BULB T-LIGHT CANDLES,bas,557.7600000000003,1328,40,0.42000000000000015
22129,PARTY CONES CANDY TREE DECORATION,bas,557.2800000000003,696,28,0.8365517241379312
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,moyen,556.8000000000001,192,57,2.9431034482758602
21245,GREEN POLKADOT PLATE ,bas,556.8,384,4,1.45
22242,5 HOOK HANGER MAGIC TOADSTOOL,bas,556.8,384,3,1.45
47480,HANGING PHOTO CLIP ROPE LADDER,bas,556.8,384,4,1.45
23032,DRAWER KNOB CRACKLE GLAZE IVORY,bas,556.8,384,4,1.45
23069,EDWARDIAN PHOTO FRAME,premium,556.25,89,31,6.25
23454,THREE MINI HANGING FRAMES,premium,556.0999999999998,134,44,4.150000000000003
85114C,RED ENCHANTED FOREST PLACEMAT,moyen,556.0499999999998,337,58,1.6500000000000015
21289,LARGE STRIPES CHOCOLATE GIFT BAG,bas,553.75,443,19,1.25
22525,CHILDRENS GARDEN GLOVES PINK,bas,553.5,458,52,1.246346153846154
22272,FELTCRAFT DOLL MARIA,moyen,553.1,194,46,2.941489361702128
22341,LOVE GARLAND PAINTED ZINC ,moyen,552.7500000000001,335,35,1.649999999999999
22342,HOME GARLAND PAINTED ZINC ,bas,550.2,700,40,0.7825
23456,MEDIUM PARLOUR PICTURE FRAME ,premium,550.0000000000001,136,34,4.126470588235297
23381,PACK OF 12 VINTAGE LEAF TISSUES ,bas,549.6899999999998,1487,64,0.3889552238805974
22211,WOOD STAMP SET FLOWERS,bas,547.69,626,105,0.8326605504587142
21065,BOOM BOX SPEAKER GIRLS,bas,547.5,438,15,1.25
23549,WRAP BIRD GARDEN ,bas,546.0,1300,51,0.4200000000000004
85103,SILVER T-LIGHT SETTING,premium,545.45,91,6,6.3500000000000005
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,bas,545.1599999999996,2244,62,0.2770967741935482
20682,RED RETROSPOT CHILDRENS UMBRELLA,moyen,544.5,198,4,2.75
22825,DECORATIVE PLANT POT WITH FRIEZE,premium,544.5,70,25,7.9019999999999975
22249,DECORATION WHITE CHICK MAGIC GARDEN,bas,544.0900000000004,645,75,0.8484883720930234
85159A,"BLACK TEA,COFFEE,SUGAR JARS",moyen,544.05,279,32,1.950000000000001
20702,PINK PADDED MOBILE,premium,544.0,128,40,4.25
22258,FELT FARM ANIMAL RABBIT,bas,543.94,722,36,1.1347222222222222
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,premium,543.3499999999999,33,22,16.768181818181812
21159,MOODY BOY  DOOR HANGER ,bas,542.7499999999994,1109,108,0.6914678899082574
22448,PIN CUSHION BABUSHKA RED,premium,542.5600000000003,160,30,3.459333333333332
22821,GIFT BAG PSYCHEDELIC APPLES,bas,542.4600000000004,834,66,0.6553731343283574
21209,MULTICOLOUR HONEYCOMB FAN,bas,542.07,1065,46,0.4473913043478264
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,bas,541.25,433,79,1.25
35651,VINTAGE BEAD PINK SCARF ,moyen,541.2000000000002,328,32,1.649999999999999
18098C,PORCELAIN BUTTERFLY OIL BURNER,moyen,540.5499999999998,193,36,2.918421052631581
21448,12 DAISY PEGS IN WOOD BOX,moyen,539.5499999999997,327,62,1.650000000000002
22514,CHILDS GARDEN SPADE BLUE,moyen,539.1000000000007,261,75,2.0967105263157864
37327,ASSTD MULTICOLOUR CIRCLES MUG,bas,538.2300000000002,1369,44,0.39191489361702153
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,bas,537.0399999999997,550,90,1.0663333333333336
21205,MULTICOLOUR 3D BALLS GARLAND,moyen,532.9500000000003,209,48,2.549999999999998
37475,SET/4 COLOURFUL MIXING BOWLS,premium,532.1099999999999,57,29,9.75533333333333
20767,BLUE PAISLEY JOURNAL ,moyen,532.0500000000003,215,56,2.542372881355932
20986,BLUE CALCULATOR RULER,bas,532.0,456,54,1.2435593220338983
23324,RUSTIC STRAWBERRY JAM POT LARGE ,moyen,531.84,261,33,2.073030303030302
23473,WOODLAND SMALL RED FELT HEART,bas,531.6599999999997,666,43,0.8274999999999991
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,moyen,530.9499999999999,193,34,2.9042857142857152
20772,GARDEN PATH JOURNAL,moyen,529.5,217,45,2.5399999999999983
23224,CHERUB HEART DECORATION GOLD,bas,529.1699999999997,663,51,0.823529411764705
22389,PAPERWEIGHT SAVE THE PLANET,moyen,528.75,225,26,2.532692307692307
22709,WRAP WEDDING DAY,bas,528.5,1325,39,0.41641025641025636
21633,SUNFLOWER DECORATIVE PARASOL,premium,528.45,87,14,10.235714285714286
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,premium,527.85,69,1,7.65
21747,SMALL SKULL WINDMILL,bas,527.53,437,42,1.2407142857142857
20832,RED FLOCK LOVE HEART PHOTO FRAME,bas,527.0400000000002,1034,55,0.574561403508772
62018,SOMBRERO ,moyen,526.4999999999998,270,47,1.9500000000000017
16235,RECYCLED PENCIL WITH RABBIT ERASER,bas,525.7499999999999,2665,80,0.21395061728395104
22707,WRAP MONSTER FUN ,bas,525.0,1250,47,0.42000000000000026
84519B,CARROT CHARLIE+LOLA COASTER SET,bas,523.75,419,88,1.25
23499,SET 12 VINTAGE DOILY CHALK ,bas,523.7399999999998,1247,93,0.420000000000001
22482,BLUE TEA TOWEL CLASSIC DESIGN,bas,523.52,448,48,1.2420833333333334
20785,FUSCHIA RETRO BAR STOOL,premium,523.3000000000001,14,5,39.15
85114A,BLACK ENCHANTED FOREST PLACEMAT,bas,522.0,360,4,1.45
85034A,3 GARDENIA MORRIS BOXED CANDLES,bas,521.25,417,43,1.25
85176,SEWING SUSAN 21 NEEDLE SET,bas,521.0499999999998,613,68,0.8500000000000009
23451,SQUARE MINI PORTRAIT FRAME,moyen,520.9499999999997,269,44,1.9434782608695667
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,moyen,520.65,183,23,2.9326086956521746
84816,DANISH ROSE BEDSIDE CABINET,premium,519.35,13,10,39.949999999999996
22264,FELT FARM ANIMAL WHITE BUNNY ,bas,518.77,1393,40,0.6700000000000004
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,premium,518.5,122,39,4.25
85049H,URBAN BLACK RIBBONS ,bas,518.01,447,73,1.1781578947368418
22543,MINI JIGSAW BAKE A CAKE ,bas,516.6099999999999,1436,39,0.37804878048780477
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,moyen,516.45,243,25,2.4313793103448265
21317,GLASS SPHERE CANDLE STAND MEDIUM,premium,516.1999999999998,96,26,5.414285714285714
22521,CHILDS GARDEN TROWEL PINK,bas,515.95,607,94,0.8499999999999993
22451,SILK PURSE BABUSHKA RED,premium,515.9000000000002,154,37,3.349999999999998
22599,CHRISTMAS MUSICAL ZINC STAR,bas,515.17,1481,65,0.3918181818181812
21195,PINK  HONEYCOMB PAPER BALL ,moyen,514.2600000000001,273,21,2.041428571428572
22117,METAL SIGN HER DINNER IS SERVED ,moyen,513.2999999999997,174,63,2.9499999999999975
23016,GLASS TWIST BON BON JAR,premium,512.85,69,19,7.723684210526314
22471,TV DINNER TRAY AIR HOSTESS ,moyen,511.8,244,15,2.01
21991,BOHEMIAN COLLAGE STATIONERY SET,bas,511.25,409,83,1.25
21136,PAINTED METAL PEARS ASSORTED,bas,510.4,352,2,1.45
21382,SET/4 SPRING FLOWER DECORATION,moyen,510.35,173,39,2.950000000000002
21926,RED/CREAM STRIPE CUSHION COVER ,bas,509.9,414,60,1.2468333333333335
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,premium,509.79,119,49,4.3262264150943395
22584,PACK OF 6 PANETTONE GIFT BOXES,moyen,508.95000000000016,225,13,2.5153846153846158
22719,GUMBALL MONOCHROME COAT RACK,bas,508.0700000000001,463,34,1.1941176470588235
23060,HEART BEADED TRELLIS DECORATION,moyen,507.52,244,39,2.0799999999999987
22198,LARGE POPCORN HOLDER ,bas,507.5,350,6,1.45
21784,SHOE SHINE BOX ,premium,507.4499999999997,51,38,9.949999999999994
22246,MAGIC GARDEN FELT GARLAND ,moyen,506.99999999999983,260,31,1.950000000000001
23139,SINGLE WIRE HOOK PINK HEART,bas,503.82999999999987,407,22,1.2566666666666664
21925,UNION STRIPE CUSHION COVER ,bas,503.75,403,65,1.25
22269,EGG CUP NATURAL CHICKEN,bas,502.05000000000024,833,81,0.8201204819277111
21383,PACK OF 12 STICKY BUNNIES,bas,501.79999999999995,772,77,0.6499999999999991
21948,SET OF 6 CAKE CHOPSTICKS,bas,501.25,401,47,1.25
22420,LIPSTICK PEN BABY PINK,bas,500.33000000000027,1199,84,0.4771264367816096
21446,12 RED ROSE PEG PLACE SETTINGS,bas,500.0,400,75,1.25
23398,HANGING HEART BONHEUR,bas,499.2299999999999,591,57,0.8480303030303039
21264,WHITE GOOSE FEATHER TREE 60CM ,moyen,499.1999999999997,256,42,1.9500000000000015
22050,PINK PAISLEY ROSE GIFT WRAP,bas,498.5,1225,40,0.41800000000000004
22067,CHOC TRUFFLE GOLD TRINKET POT ,moyen,496.6500000000002,301,43,1.65
85019A,ROMANTIC IMAGES NOTEBOOK SET,bas,496.25,397,23,1.25
22820,GIFT BAG BIRTHDAY,bas,494.8300000000003,761,45,0.6539130434782603
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,moyen,493.5,235,31,2.1000000000000005
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,bas,492.5,394,19,1.25
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,bas,492.16999999999956,623,40,0.7899999999999995
85169A,IVORY LOVE BIRD CANDLE,bas,491.8,500,47,1.1422916666666667
22286,"DECORATION , WOBBLY RABBIT , METAL ",moyen,491.70000000000005,298,34,1.649999999999999
85017B,ENVELOPE 50 BLOSSOM IMAGES,bas,491.55000000000024,947,74,0.4998666666666676
20764,ABSTRACT CIRCLES SKETCHBOOK ,premium,491.12999999999994,128,60,3.9295161290322587
23413,VINTAGE COFFEE GRINDER BOX,premium,490.65000000000015,103,23,4.8833333333333355
22317,FIVE CATS HANGING DECORATION,moyen,488.9499999999997,169,37,2.9289473684210545
22515,CHILDS GARDEN SPADE PINK,moyen,488.7000000000005,237,63,2.0960317460317435
22717,CARD DOG AND BALL ,bas,487.08000000000055,1170,87,0.41931034482758717
21059,PARTY INVITES DINOSAURS,bas,487.0499999999998,573,77,0.8500000000000008
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,moyen,486.7499999999999,165,26,2.950000000000001
21251,DINOSAUR HEIGHT CHART STICKER SET,moyen,486.7499999999998,165,35,2.9500000000000015
21277,FRENCH STYLE EMBOSSED HEART CABINET,premium,485.89999999999986,23,20,21.30249999999999
23219,LAUREL STAR ANTIQUE SILVER ,bas,484.92,396,46,1.2414285714285713
22304,COFFEE MUG BLUE PAISLEY DESIGN,bas,483.84000000000003,432,1,1.12
22302,COFFEE MUG PEARS  DESIGN,bas,483.84000000000003,432,1,1.12
22301,COFFEE MUG CAT + BIRD DESIGN,bas,483.84000000000003,432,1,1.12
22300,COFFEE MUG DOG + BALL DESIGN,bas,483.84000000000003,432,1,1.12
22303,COFFEE MUG APPLES DESIGN,bas,483.84000000000003,432,1,1.12
20866,BLUE ROSE FABRIC MIRROR,bas,483.66999999999996,407,35,1.2394444444444446
21563,RED HEART SHAPE LOVE BUCKET ,bas,483.47999999999985,612,14,0.7899999999999999
23660,HENRIETTA HEN MUG ,moyen,483.4500000000001,293,31,1.649999999999999
75131,METAL TUBE CHIME ON BAMBOO,bas,482.0,464,3,1.1666666666666667
22861,EASTER TIN CHICKS IN GARDEN,moyen,481.7999999999998,292,38,1.649999999999999
22223,CAKE PLATE LOVEBIRD PINK,premium,481.65000000000003,99,30,4.92741935483871
22023,EMPIRE BIRTHDAY CARD,bas,481.2900000000006,1143,84,0.429534883720931
21587,COSY HOUR GIANT TUBE MATCHES,moyen,480.7500000000001,197,26,2.5349999999999984
47480,HANGING PHOTO CLIP ROPE LADDER,moyen,480.1499999999999,291,41,1.6499999999999997
23021,GLASS BONNE JAM JAR,premium,480.1000000000001,118,25,4.134615384615386
84459A,PINK METAL CHICKEN HEART ,bas,480.0,384,3,1.25
22804,PINK HANGING HEART T-LIGHT HOLDER,bas,480.0,480,2,1.0
22127,PARTY CONES CARNIVAL ASSORTED,bas,479.7,402,20,1.2409523809523808
23169,CLASSIC GLASS SWEET JAR,premium,479.45000000000005,119,14,4.0928571428571425
21096,SET/6 FRUIT SALAD  PAPER PLATES,bas,479.25,1143,70,0.44828571428571456
22057,CERAMIC PLATE STRAWBERRY DESIGN,moyen,478.28999999999974,321,42,1.4900000000000007
79030G,TUMBLER NEW ENGLAND,bas,478.14,1226,41,0.39000000000000024
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,bas,477.9699999999999,577,46,0.8471739130434789
21803,CHRISTMAS TREE STAR DECORATION,bas,477.9600000000001,1138,49,0.4200000000000004
21199,PINK  HEART CONFETTI IN TUBE,moyen,475.20000000000005,288,37,1.649999999999999
22359,GLASS JAR KINGS CHOICE,moyen,474.94999999999953,161,61,2.949999999999998
85104,SILVER GLASS T-LIGHT SET,moyen,473.4,180,10,2.9099999999999997
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,moyen,472.9899999999998,287,49,1.6463265306122452
35971,ROSE FOLKART HEART DECORATIONS,bas,472.65999999999997,410,45,1.2327083333333333
21564,PINK  HEART SHAPE LOVE BUCKET ,bas,471.62999999999994,597,11,0.7900000000000001
35810A,ENAMEL PINK COFFEE CONTAINER,bas,470.60999999999984,567,44,0.8299999999999991
85231G,ORANGE SCENTED SET/9 T-LIGHTS,bas,469.8199999999998,572,65,0.8460606060606068
22974,CHILDRENS DOLLY GIRL MUG,bas,469.79999999999995,324,4,1.45
22858,EASTER TIN KEEPSAKE,bas,469.79999999999995,324,3,1.45
22859,EASTER TIN BUNNY BOUQUET,bas,469.79999999999995,324,3,1.45
23377,PACK OF 12 DOLLY GIRL TISSUES,bas,469.16999999999996,1203,80,0.3900000000000004
21468,BUTTERFLY CROCHET FOOD COVER,premium,468.66999999999996,123,50,3.8984000000000005
85049F,BABY BOOM RIBBONS ,bas,467.5,374,85,1.25
23136,IVORY WIRE SWEETHEART LETTER TRAY,premium,467.05,127,44,3.7290909090909086
22183,CAKE STAND VICTORIAN FILIGREE MED,premium,466.95000000000005,74,17,6.435294117647059
21899,GARAGE KEY FOB,bas,466.69999999999993,718,108,0.6499999999999998
22393,PAPERWEIGHT VINTAGE COLLAGE,moyen,466.65000000000026,183,33,2.5499999999999985
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,bas,466.28999999999945,1203,93,0.38970000000000043
35001G,HAND OPEN SHAPE GOLD,premium,465.08,124,20,4.132727272727273
84519A,TOMATO CHARLIE+LOLA COASTER SET,bas,465.0,372,55,1.25
21084,SET/6 COLLAGE PAPER CUPS,bas,463.8499999999998,2199,103,0.25754716981132103
21476,STEEL SWEETHEART ROUND TABLE CREAM,premium,463.4499999999998,31,18,14.949999999999996
85116,BLACK CANDELABRA T-LIGHT HOLDER,bas,463.4000000000001,580,24,0.7250000000000001
21865,PINK UNION JACK  PASSPORT COVER ,moyen,463.38000000000034,223,68,2.088611111111108
22163,HEART STRING MEMO HOLDER HANGING,bas,462.93999999999994,586,35,0.7899999999999995
21634,ASSORTED MINI MADRAS NOTEBOOK,bas,462.60000000000014,948,23,0.5769565217391307
85131A,BEADED PEARL HEART WHITE ON STICK,bas,462.17,469,25,1.2092
22642,SET OF 4 NAPKIN CHARMS STARS   ,moyen,461.85000000000014,194,35,2.5242857142857127
21215,IVORY PAPER CUP CAKE CASES ,bas,461.79999999999995,868,63,0.5480303030303032
21630,FLOOR CUSHION ELEPHANT CARNIVAL,premium,461.29999999999995,54,22,8.81363636363636
22255,FELT TOADSTOOL  SMALL,bas,460.69999999999976,542,44,0.8500000000000006
23691,WRAP KEEP CALM BIRTHDAY,bas,460.5,1125,36,0.4183333333333333
23455,SMALL PARLOUR PICTURE FRAME,moyen,459.55999999999966,164,32,2.8778787878787884
23561,SET OF 6 RIBBONS PARTY,moyen,458.63,167,13,2.8592307692307695
22559,SEASIDE FLYING DISC,bas,458.01,381,35,1.2391428571428573
84818,DANISH ROSE PHOTO FRAME,moyen,456.4500000000001,179,31,2.5499999999999985
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,bas,456.0,480,2,0.95
21014,SWISS CHALET TREE DECORATION ,bas,455.5699999999996,1233,66,0.40999999999999925
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,moyen,455.40000000000003,276,28,1.649999999999999
21617,4 LILY  BOTANICAL DINNER CANDLES,bas,455.0,364,43,1.25
21507,ELEPHANT BIRTHDAY CARD ,bas,454.9200000000003,1092,72,0.45767123287671285
23524,HORSE & PONY WALL ART,premium,454.17,127,15,3.719333333333333
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,moyen,453.7999999999999,184,18,2.394444444444445
23074,EMBOSSED HEART TRINKET BOX,moyen,452.34,225,35,2.0638888888888878
85114B,IVORY ENCHANTED FOREST PLACEMAT,moyen,452.09999999999997,274,49,1.6500000000000006
22457,NATURAL SLATE HEART CHALKBOARD ,premium,451.62,78,14,5.790000000000001
23548,WRAP MAGIC FOREST ,bas,451.5,1075,43,0.42000000000000015
71279,PINK GLASS CANDLEHOLDER,moyen,450.5999999999999,156,27,2.9362068965517256
22377,BOTTLE BAG RETROSPOT ,bas,450.5,530,17,0.8499999999999998
22194,BLACK DINER WALL CLOCK,premium,450.5,53,33,8.5
22595,CHRISTMAS GINGHAM HEART,bas,450.4799999999999,552,30,0.845666666666667
23180,MUM'S KITCHEN CLOCK,premium,450.45000000000005,91,34,4.949999999999998
23523,TREASURE AHOY WALL ART,premium,450.42,126,14,3.717142857142857
23560,SET OF 6 RIBBONS COUNTRY STYLE,moyen,449.96,164,20,2.870952380952381
85194S,HANGING SPRING FLOWER EGG SMALL,bas,447.7499999999999,1163,55,0.46600000000000036
22479,DAISY GARDEN MARKER,bas,447.5,358,52,1.25
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,bas,447.37,541,46,0.8475471698113215
21472,LADYBIRD + BEE RAFFIA FOOD COVER,premium,446.25,119,33,3.75
21397,BLUE POLKADOT EGG CUP ,bas,445.26000000000016,1016,44,0.5268181818181823
22187,GREEN CHRISTMAS TREE CARD HOLDER,premium,444.57000000000005,97,32,4.754999999999999
22068,BLACK PIRATE TREASURE CHEST,moyen,443.8500000000003,269,67,1.650000000000002
17096,ASSORTED LAQUERED INCENSE HOLDERS,bas,443.76000000000005,2516,13,0.20076923076923076
85206A,CREAM FELT EASTER EGG BASKET,bas,443.69999999999993,306,4,1.45
23218,LAUREL STAR ANTIQUE GOLD,bas,443.67,363,29,1.2355172413793103
23125,6PC WOOD PLATE SET DISPOSABLE,bas,443.25,405,16,1.236875
22495,SET OF 2 ROUND TINS CAMEMBERT ,moyen,442.49999999999966,150,54,2.949999999999999
84596L,BISCUITS SMALL BOWL LIGHT BLUE,bas,441.36000000000047,1039,79,0.4822500000000011
21650,ASSORTED TUTTI FRUTTI BRACELET,bas,440.88999999999993,2197,61,0.24411764705882333
23045,PAPER LANTERN 5 POINT STAR MOON ,premium,439.90000000000003,106,18,4.15
21473,SWEETHEART CREAM STEEL TABLE RECT,premium,438.89999999999986,22,18,19.949999999999996
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,moyen,438.7999999999996,152,42,2.941111111111113
21905,MORE BUTTER METAL SIGN ,bas,437.65999999999997,554,67,0.7899999999999994
22261,FELT EGG COSY WHITE RABBIT ,bas,436.04999999999995,513,66,0.850000000000001
23565,EGG CUP MILKMAID HELGA ,bas,435.0,348,31,1.25
21675,BUTTERFLIES STICKERS,bas,434.77,517,45,0.8471739130434789
21822,GLITTER CHRISTMAS TREE WITH BELLS,bas,434.5000000000003,550,49,0.7899999999999994
23509,MINI PLAYING CARDS FUN FAIR ,bas,434.4599999999997,1043,54,0.41789473684210576
21654,RIDGED GLASS FINGER BOWL,bas,432.53999999999985,946,47,0.6444000000000003
21993,FLORAL FOLK STATIONERY SET,moyen,432.34999999999997,164,37,2.7910810810810798
23043,PAPER LANTERN 9 POINT HOLLY STAR L,premium,431.25,69,16,6.25
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,premium,430.05999999999995,87,31,5.089032258064515
22647,CERAMIC LOVE HEART MONEY BANK,bas,429.85,721,36,0.9299999999999997
21272,SALLE DE BAIN HOOK,bas,429.19,347,58,1.2440625
35598D,PINK/WHITE CHRISTMAS TREE 60CM,bas,428.30000000000007,658,23,0.6760869565217394
23379,PACK OF 12 RED APPLE TISSUES,bas,428.01000000000005,1175,50,0.3886274509803924
84459A,PINK METAL CHICKEN HEART ,moyen,427.6300000000003,287,50,1.4899999999999993
47504K,ENGLISH ROSE GARDEN SECATEURS,moyen,427.04999999999984,219,46,1.9500000000000015
23522,DOG AND BALL WALL ART,moyen,425.8799999999999,252,4,2.2600000000000002
21062,PARTY INVITES SPACEMAN,bas,425.84999999999974,501,61,0.8500000000000009
22310,IVORY KNITTED MUG COSY ,moyen,425.6999999999999,258,42,1.65
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,moyen,424.8,144,4,2.95
85180A,RED HEARTS LIGHT CHAIN ,premium,424.3399999999999,98,17,5.054444444444445
21972,SET OF 36 DINOSAUR PAPER DOILIES,bas,423.39999999999986,292,39,1.4500000000000008
77101A,UNION FLAG WINDSOCK,bas,423.22,386,20,1.231904761904762
90154,LAZER CUT NECKLACE W PASTEL BEADS,premium,421.75,57,5,8.61
22223,CAKE PLATE LOVEBIRD PINK,moyen,421.19999999999993,216,12,1.9499999999999995
23117,POPPY FIELDS CHOPPING BOARD,premium,420.7499999999999,85,39,4.9499999999999975
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,premium,420.1,86,23,4.88913043478261
21990,MODERN FLORAL STATIONERY SET,moyen,420.05,159,30,2.7603225806451603
21802,CHRISTMAS TREE HEART DECORATION,bas,420.0000000000001,1000,46,0.4200000000000003
85180A,RED HEARTS LIGHT CHAIN ,bas,420.0,336,20,1.25
22051,BLUE SCANDINAVIAN PAISLEY WRAP,bas,420.0,1000,39,0.42000000000000004
22903,CALENDAR FAMILY FAVOURITES,moyen,419.92999999999984,147,31,2.8077419354838713
20761,BLUE PAISLEY SKETCHBOOK,premium,419.92,110,52,3.8174545454545457
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,bas,419.5500000000001,1407,51,0.3077777777777773
22332,SKULLS PARTY BAG + STICKER SET,bas,417.6,288,4,1.45
22672,FRENCH BATHROOM SIGN BLUE METAL,bas,417.59999999999997,288,2,1.45
22671,FRENCH LAUNDRY SIGN BLUE METAL,bas,417.59999999999997,288,2,1.45
21192,WHITE BELL HONEYCOMB PAPER ,moyen,417.45,253,33,1.649999999999999
21739,COSY SLIPPER SHOES SMALL GREEN,moyen,417.4399999999997,143,48,2.8813999999999997
84821,DANISH ROSE DELUXE COASTER,bas,417.3499999999998,947,40,0.6200000000000004
23263,SET OF 3 WOODEN HEART DECORATIONS,moyen,417.06,169,13,2.4783333333333335
21662,VINTAGE GLASS COFFEE CADDY,premium,416.2999999999999,74,16,5.918750000000002
23325,RUSTIC STRAWBERRY JAM POT SMALL,moyen,415.79999999999995,252,23,1.6499999999999992
20802,SMALL GLASS SUNDAE DISH CLEAR,moyen,415.7999999999998,252,35,1.649999999999999
22785,SQUARECUSHION COVER PINK UNION FLAG,premium,415.3,62,25,6.718
21208,PASTEL COLOUR HONEYCOMB FAN,bas,414.5400000000002,802,47,0.434166666666667
35241,ENAMEL BLUE RIM BISCUIT BIN,premium,413.95000000000005,89,30,4.786666666666667
23336,EGG FRYING PAN PINK ,moyen,413.9199999999999,199,62,2.079999999999999
90209C,PINK ENAMEL+GLASS HAIR COMB,moyen,413.70000000000005,231,12,2.0125000000000006
84086C,PINK/PURPLE RETRO RADIO,moyen,412.9999999999999,140,19,2.950000000000001
22936,BAKING MOULD ROSE WHITE CHOCOLATE,moyen,412.5,150,3,2.75
23459,DOLLY CABINET 2 DRAWERS ,premium,412.5,33,19,12.5
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,premium,412.4099999999999,84,31,5.066451612903225
21629,SQUARE FLOOR CUSHION VINTAGE RED,premium,411.34999999999985,53,25,7.875925925925923
21426,WOODLAND STORAGE BOX SMALL,moyen,411.3000000000002,213,17,2.044444444444445
21358,TOAST ITS - HAPPY BIRTHDAY,bas,410.0,328,59,1.25
20658,RED RETROSPOT LUGGAGE TAG,bas,410.0,328,59,1.25
85032B,BLOSSOM IMAGES GIFT WRAP SET,bas,409.50000000000006,630,86,0.649999999999999
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,bas,409.19000000000005,493,43,0.829999999999999
21817,GLITTER CHRISTMAS TREE,bas,408.8599999999998,908,54,0.503114754098361
21063,PARTY INVITES JAZZ HEARTS,bas,408.84999999999985,481,79,0.8500000000000006
22268,EASTER DECORATION SITTING BUNNY,bas,408.8300000000001,503,54,0.8477586206896559
90200D,PINK SWEETHEART BRACELET,premium,408.75,99,24,4.23
22247,BUNNY DECORATION MAGIC GARDEN,bas,408.0900000000002,485,56,0.8478688524590173
22700,BLACK AND WHITE DOG BOWL,bas,408.0,480,13,0.8499999999999998
23422,PANTRY HOOK BALLOON WHISK ,moyen,407.68,196,31,2.0799999999999987
22242,5 HOOK HANGER MAGIC TOADSTOOL,moyen,407.54999999999995,247,24,1.6499999999999992
23482,PEARLISED IVORY HEART LARGE ,moyen,407.54999999999995,247,34,1.649999999999999
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,moyen,407.5200000000002,176,36,2.5267567567567553
